Ca,Co,IS,K,Keq,Li,Mg,Mn,Na,T,Zn,deltaH,pH,rxn_formula,rxn_id,reference_id
,,0.116910762,,0.563,,0.01,,,338.15,,,7.4,CHB_45506 = CHB_28552,Keq_3493,85TEW/GOL2
,,0.116910762,,0.484,,0.01,,,325.25,,,7.4,CHB_45506 = CHB_28552,Keq_3490,85TEW/GOL2
,,0.116910762,,0.489,,0.01,,,328.15,,,7.4,CHB_45506 = CHB_28552,Keq_3491,85TEW/GOL2
,,0.914648091,,0.204,,0.2,,,306.15,,,8.7,CHB_53455 = CHS_388344,Keq_3496,85TEW/STE
,,0.914648091,,0.224,,0.2,,,314.05,,,8.7,CHB_53455 = CHS_388344,Keq_3497,85TEW/STE
,,0.116910762,,0.591,,0.01,,,343.75,,,7.4,CHB_45506 = CHB_28552,Keq_3494,85TEW/GOL2
,,0.914648091,,0.172,,0.2,,,298.35,,,8.7,CHB_53455 = CHS_388344,Keq_3495,85TEW/STE
,,0.252788271,,400,,0.05,,,310.15,,,6,CHB_15422 + CHB_16134 + CHB_29985 = CHB_16761 + CHB_18050 + CHB_26078,Keq_676,54LEV/MEI
,,0.25,,88.6,,,,,311.15,,,7.53,CHB_18110 + CHB_29985 = CHB_15811 + CHB_16810,Keq_3010,81MER/MCA
,,0.455275775,0.4,4.8,,0.008,,,298.15,,,7.12,CHB_17835 = CHB_15377 + CHB_18021,Keq_992,57WOL/BAL
,,0.054135681,,2900,,,,,303.15,,,8,CHB_15422 + CHB_61553 = CHB_16761 + CHB_40595,Keq_3617,87RAO/HAR
,,0.25,0.155,122.3,,,,,311.15,,,5.99,CHB_15377 + CHB_15811 = CHB_17115 + CHB_26078,Keq_3158,82GUY/THA
,,0.093762084,,3.49E-05,,,,,298.15,,,7.54,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,Keq_1469,66BER/MOE
,,0.106722842,,2.43E-05,,,,,298.15,,,7.37,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,Keq_1468,66BER/MOE
,,0.220487616,,1.31E-05,,,,0.095610144,298.15,,,7.5,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_776,55ZEL
,,0.059201879,,0.043666667,,0.006,,,303.15,,,8,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_702,54NOD/KUB
,,0.076573074,,0.00092,,,,0.060503545,298.15,,,10.05,CHB_15377 + CHB_15846 + CHB_16977 = CHB_15361 + CHB_16134 + CHB_16908,Keq_1461,65YOS/FRE
,,0.048841604,,7.70E-05,,,,0.046823072,298.15,,,8.98,CHB_15377 + CHB_15846 + CHB_16977 = CHB_15361 + CHB_16134 + CHB_16908,Keq_1460,65YOS/FRE
,,0.043114811,,1.8,0.0011,,,,303.15,,,7.5,CHB_16452 + CHB_16651 = CHB_15361 + CHB_15589,Keq_1463,66ALL
,,0.110731603,,0.317,,0.002,,,303.15,,,7.8,CHB_15713 + CHB_16077 = CHB_18066 + CHB_18361,Keq_1462,66ALB/BAS
,,0.055319609,0.006428335,0.000303,,,,,303.15,,,6.8,CHB_18009 + CHB_37721 = CHB_16474 + MAN_10209,Keq_1465,66AVI/ENG
,,0.054619229,0.007219099,0.000652,,,,,303.15,,,7.1,CHB_18009 + CHB_37721 = CHB_16474 + MAN_10209,Keq_1464,66AVI/ENG
,,0.05525025,0.005456013,8.56E-05,,,,,303.15,,,6.2,CHB_18009 + CHB_37721 = CHB_16474 + MAN_10209,Keq_1467,66AVI/ENG
,,0.055376839,0.005917864,0.000177,,,,,303.15,,,6.55,CHB_18009 + CHB_37721 = CHB_16474 + MAN_10209,Keq_1466,66AVI/ENG
,,0.08,,0.356,,2.57E-07,,,286.05,,,8.85,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3929,91TEW/GOL2
,,0.088681597,,34.8,,,,0.088680479,310.15,,,5.65,CHB_15377 + CHB_36219 = CHB_4139 + CHB_4167,Keq_3701,89GOL/TEW
,,0.179579738,,1700,,0.03,,,308.15,,,7.4,CHB_15422 + CHB_16134 + CHB_29985 = CHB_16761 + CHB_18050 + CHB_26078,Keq_770,55VAR/WEB
,,0.037659063,,0.0065,,,,,298.15,,,6.079,CHB_15846 + CHB_541975 = CHB_16908 + MAN_10082,Keq_868,56TAL/MAR
,,0.165,,0.133,,,,,292.65,,,7.07,CHB_16810 + CHB_29991 = CHB_16452 + CHB_29985,Keq_4211,98KIS/TEW2
,,0.057939296,,0.34,,0.005248075,,,298.15,,,8,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3887,91KLE/RAN
,,0.018431934,,0.94,,,,,310.15,,,8.7,CHB_17983 = CHB_16082,Keq_1799,68SAL/NOR
,,0.018431934,,0.35,,,,,310.15,,,8.7,CHB_18066 = CHB_18307,Keq_1798,68SAL/NOR
,,0.067236599,,0.5,,0.009,,,298.15,,,8.39,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1797,68REE/MEN
,,0.062294233,,0.17,,0.009,,,298.15,,,8.19,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1796,68REE/MEN
,,0.064098824,,0.071,,0.009,,,298.15,,,7.88,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1795,68REE/MEN
,,0.093806276,,0.01,,0.00833,,,298.15,,,7.53,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1794,68REE/MEN
,,0.08700655,,0.00556,,0.00833,,,298.15,,,7.39,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1793,68REE/MEN
,,0.093847423,,0.00145,,0.009,,,298.15,,,7.22,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1792,68REE/MEN
,,0.074489607,,0.00119,,0.00833,,,298.15,,,7.18,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1791,68REE/MEN
,,0.089113341,,0.000826,,0.009,,,298.15,,,7.06,CHB_15361 + CHB_15422 + CHB_26078 = CHB_16027 + CHB_18021 + CHB_18361,Keq_1790,68REE/MEN
,,0.454134381,0.4,4.97,,0.008,,,298.15,,,7.16,CHB_17835 = CHB_15377 + CHB_18021,Keq_997,57WOL/BAL
,,0.164,,0.143,,,,,298.15,,,7.13,CHB_16810 + CHB_29991 = CHB_16452 + CHB_29985,Keq_4212,98KIS/TEW2
,,0.25,0.2405,0.0182,,7.20E-05,,,311.15,,,7,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_2859,79LAW/VEE
,,0.002432609,,56,,,,,310.15,,,7.6,CHB_15343 + CHB_15428 = CHB_16857,Keq_898,57KAR/GRE
,,0.25,0.2405,0.018,,7.10E-05,,,311.15,,,7.005,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_2858,79LAW/VEE
,,0.080092364,,0.016,,,,,303.2,,,7.2,CHB_15971 = CHB_16134 + CHB_27247,Keq_2204,73MCC/KOL
,,0.080092364,,0.025,,,,,305.3,,,7.2,CHB_15971 = CHB_16134 + CHB_27247,Keq_2205,73MCC/KOL
,,0.080092364,,0.028,,,,,308.2,,,7.2,CHB_15971 = CHB_16134 + CHB_27247,Keq_2206,73MCC/KOL
,,0.080092364,,0.04,,,,,311.3,,,7.2,CHB_15971 = CHB_16134 + CHB_27247,Keq_2207,73MCC/KOL
,,0.25,,1,,,,,323.15,,,7.8,CHB_4167 = CHB_37721,Keq_2200,73LAN
,,0.25,,1.08,,,,,333.15,,,7.8,CHB_4167 = CHB_37721,Keq_2201,73LAN
,,0.25,,1.14,,,,,338.15,,,7.8,CHB_4167 = CHB_37721,Keq_2202,73LAN
,,0.25,,1.21,,,,,343.15,,,7.8,CHB_4167 = CHB_37721,Keq_2203,73LAN
,,0.027067098,,0.0025,,,,,298.15,,,8,CHB_15846 + CHB_28276 = CHB_16908 + CHB_27648,Keq_734,54WAK/GRE
,,0.026026801,,0.064826692,,,,,298.15,,,7.5,CHB_15846 + CHB_17924 = CHB_16908 + CHB_37721,Keq_737,54WIL/BAN
,,0.062452051,,0.32,,0.00676083,,,298.15,,,8,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3886,91KLE/RAN
,,0.080092364,,0.1,,,,,316.4,,,7.2,CHB_15971 = CHB_16134 + CHB_27247,Keq_2208,73MCC/KOL
,,0.049353829,,0.0065,,,,,298.15,,,7.6,CHB_15351 + CHB_26078 = CHB_15346 + CHB_15350,Keq_2209,73RAD/HOC
,,0.25,0.247,384,,0.001,,,311.15,,,6.96,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3074,82GUY
,,0.25,0.238,297,,0.004,,,311.15,,,6.93,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3075,82GUY
,,0.25,0.229,255,,0.007,,,311.15,,,6.9,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3076,82GUY
,,0.25,0.22,270,,0.01,,,311.15,,,6.88,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3077,82GUY
,,0.25,0.214,338,,0.001,,,311.15,,,6.95,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3070,82GUY
,,0.25,0.213,301,,0.004,,,311.15,,,6.92,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3071,82GUY
,,0.25,0.212,260,,0.007,,,311.15,,,6.89,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3072,82GUY
,,0.25,0.212,247,,0.01,,,311.15,,,6.87,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3073,82GUY
,,0.25,0.247,307,,0.001,,,311.15,,,6.73,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3078,82GUY
,,0.25,0.247,306,,0.001,,,311.15,,,6.72,CHB_15377 + CHB_17794 = CHB_16659 + CHB_26078,Keq_3079,82GUY
,,0.115365242,,6.00E-05,,,,,301.15,,,7.2,CHB_40595 = CHB_16108 + CHB_29052,Keq_285,40HER/GOR
,,0.289433641,,0.285714286,,,,,311.15,,,7.5,CHB_16810 + CHB_29991 = CHB_16452 + CHB_29985,Keq_284,40COH
,,0.084541023,,0.00013,,,,,311.15,,,7.33,CHB_40595 = CHB_16108 + CHB_29052,Keq_287,40HER/GOR
,,0.115365242,,0.000119,,,,,311.15,,,7.2,CHB_40595 = CHB_16108 + CHB_29052,Keq_286,40HER/GOR
,,0.25,,0.0022,,,,,298.15,,,8.17,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_281,38SCH/HEL
,,0.25,,0.0008,,,,,298.15,,,7.77,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_280,38SCH/HEL
,,0.307909595,,0.622832025,,,,,313.15,,,7.4,CHB_16810 + CHB_29991 = CHB_16452 + CHB_29985,Keq_283,39COH
,,0.263195307,,0.779247557,,,,,313.15,,,7.4,CHB_16810 + CHB_16977 = CHB_15361 + CHB_29985,Keq_282,39COH
,,0.187032303,,0.000121,,,,,311.15,,,7.33,CHB_40595 = CHB_16108 + CHB_29052,Keq_289,40HER/GOR
,,0.119453989,,0.000119,,,,,311.15,,,7.33,CHB_40595 = CHB_16108 + CHB_29052,Keq_288,40HER/GOR
,,0.292994128,,0.263158,,0.01,,0.0368,303.15,,,7.9,CHB_15713 + CHB_16077 = CHB_18066 + CHB_18361,Keq_1083,58TUR/TUR
,,0.070837186,,3.04487,,,,,310.15,,,7.5,CHB_17363 = CHB_16332,Keq_1082,58TAB/SRE
,,0.069577413,,0.316836,,,,,310.15,,,7.5,CHB_52742 = CHB_17363,Keq_1081,58TAB/SRE
,,0.220317538,0.04,1.10E-08,,0.005,,,310.15,,,8,CHB_15422 + CHB_16189 = CHB_17709 + CHB_18361,Keq_1080,58ROB/LIP
,,0.232107616,,6.00E-07,,0.002,,0.08,303.15,,,7.5,CHB_15377 + CHB_15422 + CHB_16189 = CHB_17709 + 2 CHB_26078,Keq_1087,58WIL/BAN
,,0.317397037,,0.285714,,0.0025,,0.0368,303.15,,,7,CHB_15713 + CHB_16077 = CHB_18066 + CHB_18361,Keq_1086,58TUR/TUR
,,0.271528884,,0.119048,,0.0025,,0.0368,303.15,,,7.9,CHB_15713 + CHB_16077 = CHB_18066 + CHB_18361,Keq_1085,58TUR/TUR
,,0.278842054,,0.138889,,0.005,,0.0368,303.15,,,7.9,CHB_15713 + CHB_16077 = CHB_18066 + CHB_18361,Keq_1084,58TUR/TUR
,,0.23210439,,4.00E-08,,0.002,,0.08,303.15,,,7.5,CHB_15422 + CHB_16189 = CHB_17709 + CHB_18361,Keq_1089,58WIL/BAN
,,0.25,0.2432,0.0217,,5.40E-06,,,311.15,,,7.005,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_2852,79LAW/VEE
,,0.051927158,,0.46,,0.003235937,,,298.15,,,8,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_3888,91KLE/RAN
,,0.02387856,,1,,,,,310.15,,,9,CHB_16704 + CHB_26078 = CHB_17568 + CHB_35425,Keq_1641,67SAK/YOR
,,0.049881779,,0.44,,,,,310.15,,,7,CHB_16704 + CHB_26078 = CHB_17568 + CHB_35425,Keq_1640,67SAK/YOR
,,0.048755783,,0.0625,,,,,310.15,,,7,CHB_16335 + CHB_26078 = CHB_16708 + CHB_35425,Keq_1643,67SAK/YOR2
,,0.022342285,,0.12,,,,,310.15,,,9,CHB_16335 + CHB_26078 = CHB_16708 + CHB_35425,Keq_1642,67SAK/YOR2
,,0.189053224,,1,,,,,310.15,,,8.3,CHB_35619 = CHB_28797,Keq_1645,67SOD/OSU
,,0.080581213,,15.625,,,,,303.15,,,7,CHB_17992 + CHB_26078 = CHB_16077 + CHB_37721,Keq_1644,67SIL/VOE
,,0.189024715,,1,,,,,310.15,,,8.3,CHB_15603 = CHB_28225,Keq_1646,67SOD/OSU
,,0.054135681,,4800,,,,,310.15,,,8,CHB_15422 + CHB_61553 = CHB_16761 + CHB_40595,Keq_2512,75BOH/SCH
,,0.104073939,0.098530573,0.065,,,,,298.15,,,6,CHB_15544 + CHB_15846 = CHB_15548 + CHB_16908,Keq_2513,75BRA/JAR
,,0.165159093,0.129079066,0.65,,,,,298.15,,,7,CHB_15544 + CHB_15846 = CHB_15548 + CHB_16908,Keq_2514,75BRA/JAR
,,0.25366709,0.173331494,6.5,,,,,298.15,,,8,CHB_15544 + CHB_15846 = CHB_15548 + CHB_16908,Keq_2515,75BRA/JAR
,,0.058359061,0.041679323,35.5,,,,,277.15,,,7.5,CHB_15377 + CHB_27247 = CHB_27384,Keq_2516,75COH/LYN
,,0.058359061,0.041679323,49.1,,,,,288.15,,,7.5,CHB_15377 + CHB_27247 = CHB_27384,Keq_2517,75COH/LYN
,,0.25,0.204625,4.36E-06,,0.0033,,,311.15,,,7,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3108,82GUY
,,0.25,0.234625,2.64E-06,,,,,303.15,,,7,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3109,82GUY
,,0.25,0.234625,3.79E-06,,,,,311.15,,,6.98,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3100,82GUY
,,0.25,0.23188,109,,0.00604,,,311.15,,,6.99,CHB_15377 + CHB_4170 = CHB_26078 + CHB_4167,Keq_2910,79LAW/VEE
,,0.25,0.234625,4.25E-06,,,,,311.15,,,6.98,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3102,82GUY
,,0.25,0.234625,4.16E-06,,,,,311.15,,,6.97,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3103,82GUY
,,0.0595,0.044125,3.80E-06,,,,,311.15,,,7,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3104,82GUY
,,0.5,0.484625,4.52E-06,,,,,311.15,,,7,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3105,82GUY
,,1,0.984625,5.40E-06,,,,,311.15,,,7,CHB_15846 + CHB_16659 = CHB_16908 + CHB_30841,Keq_3106,82GUY
,,0.25,0.23188,106,,0.00604,,,311.15,,,6.99,CHB_15377 + CHB_4170 = CHB_26078 + CHB_4167,Keq_2911,79LAW/VEE
,,0.112669034,0.027530575,0.480075,,0.003,,,295.15,,,6.25,CHB_15351 + CHB_15377 + CHB_15589 + CHB_15846 = CHB_15346 + CHB_16908 + CHB_30769,Keq_461,52STE/OCH
,,0.00034079,,0.0173,,,,,301.15,,,8.1,CHB_15351 + CHB_26078 = CHB_15346 + CHB_15350,Keq_460,52STA
,,0.168996989,0.042905109,101.01,,0.003,,,295.15,,,7.6,CHB_15351 + CHB_15377 + CHB_15589 + CHB_15846 = CHB_15346 + CHB_16908 + CHB_30769,Keq_463,52STE/OCH
,,0.154856105,0.037528749,10.8225,,0.003,,,295.15,,,7.2,CHB_15351 + CHB_15377 + CHB_15589 + CHB_15846 = CHB_15346 + CHB_16908 + CHB_30769,Keq_462,52STE/OCH
,,0.183995135,0.049242668,5605.5,,0.003,,,295.15,,,8.7,CHB_15351 + CHB_15377 + CHB_15589 + CHB_15846 = CHB_15346 + CHB_16908 + CHB_30769,Keq_465,52STE/OCH
,,0.180532757,0.047738521,599.4,,0.003,,,295.15,,,8.2,CHB_15351 + CHB_15377 + CHB_15589 + CHB_15846 = CHB_15346 + CHB_16908 + CHB_30769,Keq_464,52STE/OCH
,,0.043179574,0.029589318,5.55E-06,,0.003,,,295.15,,,6.55,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,Keq_467,52STE/OCH
,,0.03731708,0.026656857,1.34E-06,,0.003,,,295.15,,,6.05,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,Keq_466,52STE/OCH
,,0.073047848,0.044523536,6.94E-05,,0.003,,,295.15,,,7.75,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,Keq_469,52STE/OCH
,,0.059057745,0.037528749,2.33E-05,,0.003,,,295.15,,,7.2,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,Keq_468,52STE/OCH
,,0.25,,2.3,,,,,333.15,,,7,CHB_17835 = CHB_17794,Keq_191,35MEY/KIE
,,0.25,,0.019,,,,,333.15,,,7,CHB_40595 = 2 CHB_16108,Keq_190,35MEY
,,0.25,,3.85,,,,,301.15,,,7,CHB_17835 = CHB_17794,Keq_193,35MEY/KIE
,,0.25,,3.45,,,,,311.15,,,7,CHB_17835 = CHB_17794,Keq_192,35MEY/KIE
,,0.25,,4,,,,,301.15,,,7,CHB_17835 = CHB_17794,Keq_195,35MEY/KIE2
,,0.25,,7.3,,,,,273.15,,,7,CHB_17835 = CHB_17794,Keq_194,35MEY/KIE
,,0.25,,5.30E-05,,,,,298.15,,,7,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_197,36EUL/ADL
,,0.25,,1.30E-05,,,,,298.15,,,6.4,CHB_15846 + CHB_16236 = CHB_15343 + CHB_16908,Keq_196,36EUL/ADL
,,0.25,,0.13,,,,,293.15,,,7.7,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_199,36LEH
,,0.25,,0.00024,,,,,298.15,,,7,MAN_10201 = CHB_15343 + CHB_29052,Keq_19,01TIS/IHL
,,0.25,0.2089,0.74,,0.0137,,,311.15,,,7,CHB_15422 + CHB_17552 = CHB_15996 + CHB_16761,Keq_2679,78LYN/GUY
,,0.25,0.2089,1.45,,0.0137,,,311.15,,,7,CHB_15422 + CHB_17552 = CHB_15996 + CHB_16761,Keq_2678,78LYN/GUY
,,0.042626413,,0.032,,,,,308.15,,,7,CHB_18283 + CHB_26078 = CHB_16077 + CHB_4170,Keq_18,01AND/LEV
,,0.17,,0.444,,2.96E-05,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2473,74LAN
,,0.16,,0.474,,3.22E-05,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2472,74LAN
,,0.129,,0.645,,0.0045,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2471,74LAN
,,0.11,,0.488,,0.00769,,,298.15,,,7.4,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_2470,74LAN
,,0.335005655,,0.00288,,0.0567,,,298.15,,,7.4,CHB_15422 + CHB_30089 = CHB_15350 + CHB_16761,Keq_2477,74LAN
,,0.336505655,,0.00276,,0.0572,,,298.15,,,7.4,CHB_15422 + CHB_30089 = CHB_15350 + CHB_16761,Keq_2476,74LAN
,,0.686905655,,0.00251,,0.174,,,298.15,,,7.4,CHB_15422 + CHB_30089 = CHB_15350 + CHB_16761,Keq_2475,74LAN
,,0.689905655,,0.00292,,0.175,,,298.15,,,7.4,CHB_15422 + CHB_30089 = CHB_15350 + CHB_16761,Keq_2474,74LAN
,,0.266,,0.4,,0.002,,,298.15,,,8,CHB_15590 = CHB_15361 + CHB_17272,Keq_2918,79PIR/LIL
,,0.226405655,,0.00282,,0.0205,,,298.15,,,7.4,CHB_15422 + CHB_30089 = CHB_15350 + CHB_16761,Keq_2479,74LAN
,,0.227905655,,0.00279,,0.021,,,298.15,,,7.4,CHB_15422 + CHB_30089 = CHB_15350 + CHB_16761,Keq_2478,74LAN
,,0.040046206,,2760,,,,,310.15,,,7.2,CHB_15428 + CHB_16842 = CHB_17115,Keq_788,56ALE/GRE
,,0.09,,0.52,,0.002,,,298.15,,,8,CHB_15590 = CHB_15361 + CHB_17272,Keq_2919,79PIR/LIL
,,0.1,,6.69,,,,,292.6,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_515,53BOC/ALB
,,0.1,,6.34,,,,,295.2,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_514,53BOC/ALB
,,0.1,,7.01,,,,,290.8,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_517,53BOC/ALB
,,0.14526108,0.1,1.5,,0.0056,,,298.15,,,7.5,CHB_15422 + CHB_17345 = CHB_16761 + CHB_17552,Keq_4127,96LI/ZHA
,,0.1,,4.59,,,,,298.15,,,7.3,CHB_15377 + CHB_29806 = CHB_15589,Keq_511,53BOC/ALB
,,0.1,,7.37,,,,,277.8,,,7.3,CHB_15377 + CHB_29806 = CHB_15589,Keq_510,53BOC/ALB
,,0.1,,5.94,,,,,307.5,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_513,53BOC/ALB
,,0.1,,5.94,,,,,307.5,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_512,53BOC/ALB
,,0.25,0.207,1,,0.00011,,,311.15,,,7.12,CHB_15346 + CHB_15996 + CHB_30031 = CHB_15380 + CHB_17552 + CHB_26078,Keq_2694,78LYN/GUY
,,0.1,,7.2,,,,,290.8,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_519,53BOC/ALB
,,0.1,,7.08,,,,,290.8,,,4.91,CHB_15377 + CHB_29806 = CHB_15589,Keq_518,53BOC/ALB
,,0.73,,0.0098,,,,,309.45,,,7,CHB_29991 = CHB_16134 + CHB_29806,Keq_1708,68BAD/MIL
,,0.011616952,,0.295,,,,,310.15,,,8,CHB_86279 = CHB_17363,Keq_1252,60VOL
,,0.028911034,,0.23,,,,,310.15,,,7,CHB_17057 + CHB_26078 = CHB_16077 + CHB_4167,Keq_1253,61ALE
,,0.331204783,,38.3,,0.0066,,,311.15,,,7.7,CHB_15422 + CHB_16349 + CHB_29991 = CHB_15682 + CHB_16027 + CHB_18361,Keq_1250,60SCH/RAT
,,0.327728717,,69.5,,0.0066,,,311.15,,,7.79,CHB_15422 + CHB_16349 + CHB_29991 = CHB_15682 + CHB_16027 + CHB_18361,Keq_1251,60SCH/RAT
,,0.131955986,,26,,0.025,,,298.15,,,7,CHB_15422 + CHB_4139 = CHB_16761 + CHB_37480,Keq_1256,61ATK/BUR
,,0.082363248,,24,,0.01,,,298.15,,,7,CHB_15422 + CHB_4139 = CHB_16761 + CHB_37480,Keq_1257,61ATK/BUR
,,0.131955986,,0.28,,0.025,,,298.15,,,7,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_1254,61ATK/BUR
,,0.082363248,,0.48,,0.01,,,298.15,,,7,2 CHB_16761 = CHB_15422 + CHB_16027,Keq_1255,61ATK/BUR
,,0.455275775,0.4,4.8,,0.008,,,298.15,,,7.12,CHB_17835 = CHB_15377 + CHB_18021,Keq_991,57WOL/BAL
,,0.438977095,0.4,4.71,,0.008,,,298.15,,,7.85,CHB_17835 = CHB_15377 + CHB_18021,Keq_990,57WOL/BAL
,,0.112129531,,17,,0.025,,,298.15,,,7,CHB_16077 = CHB_4170,Keq_1258,61ATK/JOH
,,0.437795157,,186.583,,0.002,,,298.15,,,7,CHB_15377 + CHB_4170 = CHB_26078 + CHB_4167,Keq_1259,61ATK/JOH
,,0.446237236,0.4,4.86,,0.008,,,298.15,,,7.46,CHB_17835 = CHB_15377 + CHB_18021,Keq_995,57WOL/BAL
,,0.446237236,0.4,4.82,,0.008,,,298.15,,,7.46,CHB_17835 = CHB_15377 + CHB_18021,Keq_994,57WOL/BAL
,,0.074329063,,1300,,0.01,,,308.15,,,6.1,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3818,89ROM/DEM
,,0.075387996,,1340,,0.01,,,308.15,,,6,CHB_15377 + CHB_18361 = 2 CHB_26078,Keq_3819,89ROM/DEM
,,0.083647539,,3.78,,,,,303,,,6.35,CHB_15377 + CHB_29806 = CHB_15589,Keq_601,53MAS
,,0.25,,0.04,,,,,311.15,,,8.5,CHB_15422 + CHB_16919 = CHB_16761 + CHB_17287,Keq_447,52ASK
,,0.052,,,,0.001,,,298.15,,0.55,8.85,CHB_15377 + CHB_16027 = CHB_16335 + CHB_26078,deltaH_678,93LAR/TEW
,,0.052,,,,0.001,,,298.15,,1.76,8.42,CHB_15377 + CHB_16027 = CHB_16335 + CHB_26078,deltaH_679,93LAR/TEW
,,0.277,,,,,,,298.15,,-43.72,7.09,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_676,93LAR/TEW
,,0.299,,,,,,,298.15,,-2.06,7.47,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_677,93LAR/TEW
,,0.099,,,,,,,298.15,,-2.07,7.19,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_674,93LAR/TEW
,,0.202,,,,,,,298.15,,-1.73,7.49,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_675,93LAR/TEW
,,0.075,,,,,,,298.15,,-2.88,7.86,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_672,93LAR/TEW
,,0.095,,,,,,,298.15,,-2.16,7.38,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_673,93LAR/TEW
,,0.06,,,,,,,304.55,,-5.2,7.97,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_670,93LAR/TEW
,,0.06,,,,,,,310.15,,-4.77,7.84,CHB_15377 + CHB_16335 = CHB_16134 + CHB_17596,deltaH_671,93LAR/TEW
,,0.080608102,,0.947383901,,,,,298.15,,,7.611,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,Keq_865,56TAL/MAR
,,0.25,0.21,52.8,,,,,311.15,,,6.95,CHB_15377 + CHB_15811 = CHB_17115 + CHB_26078,Keq_3173,82GUY/THA
,,0.228471174,,25.21013106,,,,,298.15,,,8.948,CHB_15846 + CHB_17347 = CHB_16422 + CHB_16908,Keq_867,56TAL/MAR
